Date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
1985,14.726267946666669,15.52848247225,16.16936544775,15.505070736,14.11664283825,12.340069781249998,10.16662292325,7.406995606000001,6.9501631145,8.346870657499998,11.114422467749998,12.9811048
1986,14.899872164615388,15.861050455999997,16.083428088,15.353944583999999,13.468783431999999,11.980083639999998,10.437743216,7.959206136000001,7.546006543999999,9.421232392,11.586214495999997,13.268591136025641
1987,14.881712876923077,16.001005895,15.871254965749998,15.530973258,13.877561986749999,12.485999999999997,10.51506827775,7.6337046355,7.450496037749999,9.130581429,11.304270593999998,
1988,,15.547026189999997,16.002450967500003,15.232775145,13.5580359625,12.100875367499999,9.83589881,8.0087890025,7.6437144625,9.4173229125,11.375705444999998,13.686022565384617
1989,14.98449204076923,15.497248834,15.462073570500003,14.470693514,12.886704224750002,12.14529081525,10.228226088500001,7.977219955750001,7.250251391249999,8.85425849975,10.925365237249999,13.382978157307694
1990,14.783900523076923,15.597029731,16.028633122000002,14.708146018,13.245223014999999,11.585869469999999,9.267423004,6.872646459,6.329377519999999,8.70513278,11.126091928999998,13.231051736923078
1991,14.40042207923077,15.239089913249998,15.451887515749998,14.906714401,13.4906153265,12.098891698499997,9.460511002,7.40993552225,6.4650953315,8.680510863,10.80382904275,13.090351035000001
1992,14.577735533333334,15.543779236499999,15.477278535500002,14.7142443955,13.093218334499998,12.0172399475,10.401605592000001,7.7202336785,7.4342532345,9.343904672,11.3963875065,13.392569616666666
1993,14.991461423076924,15.57054298125,15.787279768749999,15.10142729375,13.25829180625,11.731003474999998,9.34282976875,7.141358024999999,6.343868825,8.8146512625,11.378746593749998,13.268504766025643
1994,14.754792196923077,15.608385322,15.543538970000002,14.799130586,13.608493642,11.95727737,10.009902922,7.576199547999999,7.171502385999999,8.917598125999998,11.0331923,13.212633843076924
1995,14.552073372307692,15.170283816749999,15.17830256825,14.31856064625,13.01841776625,11.348839643749999,8.987,6.59820849125,6.063405189499999,7.829,10.609236823,12.793038801153848
1996,14.044547735897435,15.1049234955,15.1036401925,14.184934746,13.004609143500002,11.935800905,10.1385832625,8.272738778,7.665349514499999,9.107902406000001,10.218694042,12.88141592948718
1997,14.373765899999999,15.47140084025,15.518328467749999,14.52026060575,13.158852807999999,11.715917150749998,9.344297285249999,7.285,6.74834566625,8.328517018500001,10.6157250835,12.994067797307691
1998,14.712888456410257,15.699371189999999,15.614137835000001,14.83032741,13.58198497,11.71026427,9.287687729999998,7.417521389999999,6.445079359999999,8.3453738,10.421278849999998,12.71371781794872
1999,14.455949575384615,15.253556912250001,15.304872317000001,15.0703551025,13.766361803999999,11.877084194,9.433286403,7.303102679249999,6.152940856000001,8.641574507749999,10.879484498999998,12.58191042628205
2000,14.159112613846155,15.031963857,15.189767317500001,14.473113205999999,13.1149721695,11.680419366999999,9.4642504155,7.1972756905,6.332716449,8.390154519,10.201757911000001,12.529755157692307
2001,14.147589694358974,15.26471411375,15.542937434999999,14.835986215,13.518111384249998,11.406630669749998,9.02432183725,7.44526824675,6.72706469175,8.1602978325,10.714862233249999,12.44671131448718
2002,14.239364127179488,15.355076235999999,15.428341152000002,14.279721752,12.977329412,11.552830812,9.313047759999998,6.597240696,5.76850868,8.166083988,10.328326756,12.59852401846154
2003,14.397234926923078,15.180506597499999,15.46942785125,14.51814398125,12.940005451249998,11.57046790875,9.24364171625,6.8840131425,6.1314400925,7.8573458812500006,10.011330641249998,12.613809751923078
2004,14.093079976923075,14.962972045499999,14.9449316685,13.913574298,12.499412341500001,11.402585028,9.407651493,6.860909414,6.02587638,7.914642856,10.353282320999998,12.55684509974359
2005,13.666636383333335,14.398784063499999,14.687000000000001,14.0728222875,12.915033224000002,11.20164036375,8.67777348175,6.246070008000001,5.523378924499999,7.27430359875,10.1276242515,12.260040511666668
